id,EC1,EC2
14838,0.4798748803884418,0.8104717968221825
14839,0.8088449398151917,0.841978452918182
14840,0.8107971609760162,0.6818661120437512
14841,0.782339412604349,0.7935375056733004
14842,0.8337607090280963,0.7828873096014234
14843,0.5482520678397911,0.8147419451293879
14844,0.6279002408536694,0.8866707586838699
14845,0.6405287990139535,0.8129325960264018
14846,0.6895644241915436,0.7460975076958158
14847,0.803383020514181,0.23210087490866838
14848,0.8269032333706635,0.6989175028303994
14849,0.870867136942092,0.7235678526819838
14850,0.8473515545742637,0.6850741535227172
14851,0.33484610668378356,0.8352683417960568
14852,0.1956573826336584,0.9082245912694199
14853,0.6639541375017244,0.8088856951000423
14854,0.7345404704429208,0.6909919965529258
14855,0.7634229964566517,0.7167056937650191
14856,0.8015596135293821,0.8280361090149122
14857,0.5765184838510794,0.7824328509233265
14858,0.47485548993698073,0.7189209340767649
14859,0.7189291945874887,0.7207752889873519
14860,0.6163296253221044,0.8729708470739412
14861,0.8954696729322806,0.9094676844264353
14862,0.7683189408068927,0.8988398075731948
14863,0.8110244049087909,0.7464972512036797
14864,0.8220837829295324,0.8369909804254512
14865,0.5823398558909637,0.7505758948308003
14866,0.567715849114724,0.7746151299897662
14867,0.5074358617296119,0.6955457116203139
14868,0.7920548327998908,0.8275500977450689
14869,0.7862765106563959,0.773551821340177
14870,0.7869213199724926,0.7637041503416487
14871,0.797070953288383,0.8237795975240453
14872,0.7393309822833541,0.7865747310683513
14873,0.7369407252329578,0.7194616965871475
14874,0.7670488236640703,0.714992093352238
14875,0.8543272382148096,0.29511633119748976
14876,0.2208613257708558,0.8800741506811416
14877,0.7965121755742782,0.7569625860637784
14878,0.598261655838677,0.8879094844685987
14879,0.704904069121161,0.8544645876769272
14880,0.6126530834855778,0.7678321685251888
14881,0.816705068486452,0.8186880114314309
14882,0.7675276724742987,0.711856834247561
14883,0.820855883727609,0.09033499827808765
14884,0.8374638650873281,0.846485916610677
14885,0.8499088964580658,0.7969908535311336
14886,0.5319126646902359,0.8109609351427961
14887,0.8844496960509065,0.8265131518999874
14888,0.8120041653240766,0.7245016122478632
14889,0.7475744767175868,0.7621573222687346
14890,0.27458907133590854,0.8223272490632222
14891,0.8021807449220679,0.7039649797186329
14892,0.7872999738481985,0.8088143904437122
14893,0.8491207641418437,0.7833085579807374
14894,0.47260728654832157,0.7926268790397542
14895,0.47806332900164356,0.688245228177312
14896,0.798075131017119,0.6733423397086326
14897,0.8006852998165721,0.7373263073370203
14898,0.7357184232193243,0.8112900137001295
14899,0.4520125741889137,0.8262448354019959
14900,0.31197398727658016,0.9364826948886654
14901,0.6691711902687629,0.8063242779338667
14902,0.354539356369964,0.8812435084370808
14903,0.7915146997845098,0.7967938655274271
14904,0.4199864012693177,0.8884880950373307
14905,0.7118140541046998,0.722818489538819
14906,0.47266679373879317,0.809786879771705
14907,0.5025620519799572,0.8500051992530908
14908,0.45729896093527933,0.8492618295586568
14909,0.8084647067455668,0.8843086810849404
14910,0.8277788089596834,0.8956214086139719
14911,0.7914616197540164,0.7261094525437074
14912,0.7741410931550972,0.7139417040708146
14913,0.36476750113111767,0.8300429167015163
14914,0.5915593720102851,0.7176149304470454
14915,0.4756090591289152,0.8443518916240399
14916,0.5293475536863613,0.8561599903169286
14917,0.6150331628973131,0.8874629417799337
14918,0.6788165490168738,0.8492195700650749
14919,0.7391659683313118,0.7650851819002038
14920,0.7673109081657631,0.7191774485557719
14921,0.3895509678789123,0.8631131778423513
