id,EC1,EC2
14838,0.7985977065187337,0.7985977065187337
14839,0.7847693209989479,0.7847693209989479
14840,0.7907309758283991,0.7907309758283991
14841,0.8311064133772887,0.8311064133772887
14842,0.7782417013826111,0.7782417013826111
14843,0.8166110953441773,0.8166110953441773
14844,0.8132492033987564,0.8132492033987564
14845,0.8340926798570206,0.8340926798570206
14846,0.8056668113435298,0.8056668113435298
14847,0.7732680710675438,0.7732680710675438
14848,0.8260220637937482,0.8260220637937482
14849,0.8174821617417819,0.8174821617417819
14850,0.7957346177200538,0.7957346177200538
14851,0.8472298908790807,0.8472298908790807
14852,0.8164223964002012,0.8164223964002012
14853,0.8381184348653946,0.8381184348653946
14854,0.7856565002862437,0.7856565002862437
14855,0.7876819112682412,0.7876819112682412
14856,0.7885597002900194,0.7885597002900194
14857,0.7763827998713462,0.7763827998713462
14858,0.665542873915694,0.665542873915694
14859,0.7979666461710153,0.7979666461710153
14860,0.8410220164848693,0.8410220164848693
14861,0.8232448992521537,0.8232448992521537
14862,0.7821466405919478,0.7821466405919478
14863,0.8369708543357164,0.8369708543357164
14864,0.7939636581307934,0.7939636581307934
14865,0.753677060773228,0.753677060773228
14866,0.8039028922204641,0.8039028922204641
14867,0.8403161467372204,0.8403161467372204
14868,0.7831814811986347,0.7831814811986347
14869,0.783282931429609,0.783282931429609
14870,0.7939658107854263,0.7939658107854263
14871,0.820801261842479,0.820801261842479
14872,0.7878896885076151,0.7878896885076151
14873,0.7942999746957429,0.7942999746957429
14874,0.7288076354454242,0.7288076354454242
14875,0.6694080275505255,0.6694080275505255
14876,0.8371149085054075,0.8371149085054075
14877,0.7978558690836791,0.7978558690836791
14878,0.8393314619977996,0.8393314619977996
14879,0.8217714973056133,0.8217714973056133
14880,0.7911240520972552,0.7911240520972552
14881,0.8206263588945104,0.8206263588945104
14882,0.7866597347673426,0.7866597347673426
14883,0.7660717074078606,0.7660717074078606
14884,0.8078124399493091,0.8078124399493091
14885,0.8069517778902091,0.8069517778902091
14886,0.7959730219658746,0.7959730219658746
14887,0.8204792133130692,0.8204792133130692
14888,0.7839782065112042,0.7839782065112042
14889,0.7647729424723438,0.7647729424723438
14890,0.6856420120230154,0.6856420120230154
14891,0.8329897854392739,0.8329897854392739
